person,num_credits,potential_percent,def_percent,snl_percent,current,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
Finesse Mitchell,95,0.6631578947368421,0.09473684210526316,0.05263157894736842,False,2003.0,2006.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1459509/?ref_=fn_nm_nm_0,0.0,59.0,0.0,0.0970561206281227
Alex Moffat,30,0.7666666666666667,0.23333333333333334,0.03333333333333333,False,2016.0,2022.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5803981/?ref_=fn_nm_nm_1,0.0,120.0,2.0,0.1094120271234832
Jay Mohr,197,0.5786802030456852,0.08121827411167512,0.015228426395939087,False,1993.0,1995.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0001542/?ref_=fn_nm_nm_0,20.0,39.0,0.0,0.0942407209136331
Kyle Mooney,67,0.7761194029850746,0.208955223880597,0.029850746268656716,False,2013.0,2022.0,9.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3324982/?ref_=fn_nm_nm_1,0.0,182.0,3.0,0.1207531822507732
Tracy Morgan,280,0.7642857142857142,0.18571428571428572,0.07857142857142857,False,1996.0,2003.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,https://www.imdb.com/name/nm0605079/?ref_=fn_nm_nm_1,0.0,142.0,13.0,0.1151235724482512
Bobby Moynihan,236,0.7796610169491526,0.1652542372881356,0.05508474576271186,False,2008.0,2017.0,9.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1293885/?ref_=fn_nm_nm_1,0.0,193.0,1.0,0.1220540387818225
Eddie Murphy,350,0.6485714285714286,0.07428571428571429,0.011428571428571429,False,1980.0,1984.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,https://www.imdb.com/name/nm0000552/?ref_=fn_nm_nm_1,39.0,66.0,6.0,0.1057967523197716
Mike Myers,307,0.7817589576547231,0.15309446254071662,0.029315960912052116,False,1989.0,1995.0,7.0,2.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,https://www.imdb.com/name/nm0000196/?ref_=fn_nm_nm_0,32.0,118.0,5.0,0.1278660013255838
Laraine Newman,325,0.6307692307692307,0.12615384615384614,0.03076923076923077,False,1975.0,1980.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0628170/?ref_=fn_nm_nm_0,0.0,104.0,3.0,0.108093772305496
Don Novello,90,0.5666666666666667,0.15555555555555556,0.044444444444444446,False,1977.0,1986.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0637038/?ref_=fn_nm_nm_1,71.0,39.0,0.0,0.0598304782298358
Luke Null,6,0.8333333333333334,0.3333333333333333,0,False,2017.0,2018.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3760937/?ref_=fn_nm_nm_0,0.0,21.0,0.0,0.0886273197715917
Ego Nwodim,32,0.65625,0.125,0.03125,True,2018.0,2023.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4945455/?ref_=fn_nm_nm_0,0.0,78.0,2.0,0.1028657209136331
Michael Patrick O'Brien (II) ,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cheri Oteri,161,0.6894409937888198,0.19254658385093168,0.024844720496894408,False,1995.0,2000.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,https://www.imdb.com/name/nm0652783/?ref_=fn_nm_nm_1,0.0,98.0,2.0,0.1073282476802284
Chris Parnell,250,0.748,0.2,0.064,False,1998.0,2006.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0663177/?ref_=fn_nm_nm_0,0.0,148.0,3.0,0.1160113311920057
Nasim Pedrad,59,0.864406779661017,0.3389830508474576,0.05084745762711865,False,2009.0,2014.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1840659/?ref_=fn_nm_nm_1,0.0,109.0,0.0,0.1066291042112776
Jay Pharoah,147,0.7414965986394558,0.14285714285714285,0.034013605442176874,False,2010.0,2016.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3982894/?ref_=fn_nm_nm_1,0.0,128.0,1.0,0.1103702712348322
Emily Prager,5,0.6,0.4,0.2,False,1981.0,1981.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0695104/?ref_=fn_nm_nm_0,0.0,4.0,1.0,0.0865609386152748
Randy Quaid,133,0.3383458646616541,0.045112781954887216,0.015037593984962405,False,1985.0,1986.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0001642/?ref_=fn_nm_nm_0,0.0,18.0,1.0,0.0932847073518915
Gilda Radner,98,0.7857142857142857,0.42857142857142855,0.09183673469387756,False,1975.0,1980.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,https://www.imdb.com/name/nm0705717/?ref_=fn_nm_nm_0,3.0,107.0,2.0,0.1087897037830121
Chris Redd,65,0.8307692307692308,0.13846153846153847,0.07692307692307693,False,2017.0,2022.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5412083/?ref_=fn_nm_nm_1,0.0,100.0,1.0,0.1055477337615988
Jeff Richards (III),48,0.5,0.10416666666666667,0,False,2001.0,2004.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0724145/?ref_=fn_al_nm_2,0.0,50.0,0.0,0.0959479835831549
Rob Riggle,259,0.6833976833976834,0.04247104247104247,0.019305019305019305,False,2004.0,2005.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1443527/?ref_=fn_nm_nm_0,0.0,21.0,0.0,0.0886273197715917
Ann Risley,14,0.21428571428571427,0.14285714285714285,0,False,1980.0,1981.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0728315/?ref_=fn_nm_nm_0,0.0,12.0,0.0,0.0925191827266238
Chris Rock,492,0.741869918699187,0.09146341463414634,0.046747967479674794,False,1990.0,1993.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,https://www.imdb.com/name/nm0001674/?ref_=fn_nm_nm_0,0.0,57.0,17.0,0.0989315667380442
Jon Rudnitsky,31,0.7741935483870968,0.06451612903225806,0,False,2015.0,2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4339544/?ref_=fn_nm_nm_0,0.0,21.0,0.0,0.0886273197715917
Maya Rudolph,255,0.8549019607843137,0.2627450980392157,0.13333333333333333,False,2000.0,2007.0,9.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,https://www.imdb.com/name/nm0748973/?ref_=fn_nm_nm_1,0.0,162.0,8.0,0.1184244884606233
Andy Samberg,268,0.914179104477612,0.2126865671641791,0.11567164179104478,False,2005.0,2012.0,7.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm1676221/?ref_=fn_nm_nm_1,17.0,140.0,5.0,0.1159510426226164
Paul Shaffer,193,0.6787564766839378,0.12953367875647667,0.06217616580310881,False,1979.0,1980.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0787238/?ref_=fn_nm_nm_1,0.0,27.0,33.0,0.0902493754461099
Molly Shannon,260,0.7730769230769231,0.21153846153846154,0.05384615384615385,False,1995.0,2001.0,7.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,https://www.imdb.com/name/nm0788340/?ref_=fn_nm_nm_1,0.0,117.0,7.0,0.1111705287039869
Jenny Slate,140,0.7,0.04285714285714286,0,False,2009.0,2010.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2809577/?ref_=fn_nm_nm_1,0.0,22.0,0.0,0.0887504461099214
Pamela Stephenson,76,0.3815789473684211,0.06578947368421052,0,False,1984.0,1985.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0827298/?ref_=fn_nm_nm_1,0.0,18.0,0.0,0.0932579407566024
Ben Stiller,525,0.6647619047619048,0.0419047619047619,0.03428571428571429,False,1989.0,1990.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,https://www.imdb.com/name/nm0001774/?ref_=fn_nm_nm_0,0.0,13.0,3.0,0.0877226088508208
Julia Sweeney,131,0.7175572519083969,0.22900763358778625,0.022900763358778626,False,1990.0,1994.0,4.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0842140/?ref_=fn_nm_nm_0,0.0,78.0,2.0,0.1025740542469664
Kenan Thompson,228,0.7719298245614035,0.2149122807017544,0.07017543859649122,False,2003.0,2023.0,20.0,0.0,0.0,20.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0860380/?ref_=fn_nm_nm_0,0.0,383.0,2.0,0.1575442541042113
Danitra Vance,19,0.6842105263157895,0.2631578947368421,0,False,1985.0,1986.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0888503/?ref_=fn_nm_nm_0,0.0,17.0,1.0,0.0931615810135617
Melissa Villaseñor,67,0.7164179104477612,0.11940298507462686,0.04477611940298507,False,2016.0,2022.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3830257/?ref_=fn_nm_nm_1,0.0,120.0,2.0,0.1094120271234832
Dan Vitale,12,0.4166666666666667,0.16666666666666666,0.08333333333333333,False,1985.0,1986.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0899865/?ref_=fn_nm_nm_0,0.0,4.0,0.0,0.0865341720199857
Nancy Carell,29,0.896551724137931,0.2413793103448276,0.034482758620689655,False,1995.0,1996.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0909391/?ref_=fn_nm_nm_0,0.0,17.0,5.0,0.093268647394718
Michaela Watkins,160,0.69375,0.03125,0,False,2008.0,2009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1143861/?ref_=fn_nm_nm_1,0.0,15.0,0.0,0.0878885617416131
Damon Wayans,144,0.6736111111111112,0.05555555555555555,0.034722222222222224,False,1985.0,1986.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0001834/?ref_=fn_nm_nm_1,0.0,11.0,2.0,0.0874495895788722
Patrick Weathers,20,0.2,0.1,0.05,False,1980.0,1981.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0915778/?ref_=fn_nm_nm_0,0.0,10.0,0.0,0.0872729300499643
Noël Wells,48,0.5625,0.14583333333333334,0.020833333333333332,False,2013.0,2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3644706/?ref_=fn_nm_nm_1,0.0,21.0,0.0,0.0886273197715917
Brooks Wheelan,46,0.7608695652173914,0.13043478260869565,0.021739130434782608,False,2013.0,2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5120390/?ref_=fn_nm_nm_1,0.0,21.0,1.0,0.0886540863668808
Kristen Wiig,256,0.77734375,0.203125,0.1015625,False,2005.0,2012.0,7.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,https://www.imdb.com/name/nm1325419/?ref_=fn_nm_nm_1,0.0,139.0,9.0,0.1139328413378199
Casey Wilson,189,0.7513227513227513,0.0582010582010582,0.005291005291005291,False,2008.0,2009.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1988111/?ref_=fn_nm_nm_1,0.0,30.0,0.0,0.0907771234832262
Sasheer Zamata,104,0.7115384615384616,0.07692307692307693,0.009615384615384616,False,2014.0,2017.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3550886/?ref_=fn_nm_nm_1,0.0,74.0,0.0,0.1020280157030692
Alan Zweibel,65,0.8615384615384616,0.2923076923076923,0.15384615384615385,False,1980.0,1980.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0958993/?ref_=fn_nm_nm_1,110.0,52.0,0.0,0.1053992683797287
Tim Kazurinsky,76,0.47368421052631576,0.07894736842105263,0,False,1981.0,1984.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0443730/?ref_=fn_nm_nm_0,60.0,57.0,5.0,0.1083850820842255
Laura Kightlinger,100,0.74,0.06,0.04,False,1994.0,1995.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0452716/?ref_=fn_nm_nm_0,20.0,19.0,1.0,0.0907632940756602
Tim Robinson,52,0.7884615384615384,0.2692307692307692,0.11538461538461539,False,2012.0,2016.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4200503/?ref_=fn_nm_nm_0,68.0,21.0,0.0,0.0360108850820842
Tony Rosato,100,0.25,0.04,0,False,1981.0,1982.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0711014/?ref_=fn_nm_nm_1,21.0,20.0,1.0,0.0960041934332619
Adam Sandler,424,0.8089622641509434,0.15566037735849056,0.0660377358490566,False,1990.0,1995.0,6.0,3.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,https://www.imdb.com/name/nm0001191/?ref_=fn_nm_nm_1,60.0,87.0,10.0,0.1109627052105639
Rob Schneider,264,0.6893939393939394,0.11742424242424243,0.03787878787878788,False,1989.0,1994.0,5.0,3.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0001705/?ref_=fn_nm_nm_1,56.0,80.0,4.0,0.1087607958600999
Harry Shearer,328,0.6128048780487805,0.04573170731707317,0.009146341463414634,False,1979.0,1985.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0733427/?ref_=fn_nm_nm_0,31.0,38.0,2.0,0.1004666309778729
Martin Short,323,0.7492260061919505,0.13622291021671826,0.07120743034055728,False,1984.0,1985.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,https://www.imdb.com/name/nm0001737/?ref_=fn_nm_nm_1,17.0,25.0,5.0,0.0962557994289793
Sarah Silverman,433,0.7182448036951501,0.06466512702078522,0.050808314087759814,False,1993.0,1994.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0798971/?ref_=fn_nm_nm_1,20.0,18.0,1.0,0.0906401677373304
Robert Smigel,149,0.8993288590604027,0.30201342281879195,0.1476510067114094,False,1985.0,2008.0,23.0,23.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0806912/?ref_=fn_nm_nm_0,425.0,114.0,140.0,0.0991868967818018
David Spade,318,0.8018867924528302,0.1509433962264151,0.0660377358490566,False,1989.0,1996.0,7.0,3.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,https://www.imdb.com/name/nm0005450/?ref_=fn_nm_nm_1,57.0,77.0,46.0,0.1118595773427143
Jason Sudeikis,231,0.7878787878787878,0.16883116883116883,0.05194805194805195,False,2003.0,2013.0,10.0,2.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0837177/?ref_=fn_nm_nm_0,37.0,177.0,2.0,0.1171211634546752
Jason Sudeikis,231,0.7878787878787878,0.16883116883116883,0.05194805194805195,False,2003.0,2013.0,10.0,2.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0837177/?ref_=fn_nm_nm_0,37.0,177.0,2.0,0.1171211634546752
Terry Sweeney,23,0.6521739130434783,0.17391304347826086,0,False,1980.0,1986.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0842202/?ref_=fn_nm_nm_1,31.0,18.0,1.0,0.0390190042826552
Bowen Yang,51,0.7450980392156863,0.1568627450980392,0.11764705882352941,True,2019.0,2023.0,5.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6299248/?ref_=fn_nm_nm_1,0.0,59.0,0.0,0.0824727872947894
Anne Beatts,46,0.6956521739130435,0.30434782608695654,0.06521739130434782,False,1975.0,1980.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0064186/?ref_=fn_nm_nm_0,108.0,41.0,0.0,0.0229759992862241
Lorne Michaels,295,0.8847457627118644,0.7322033898305085,0.4101694915254237,True,1975.0,2023.0,43.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0584427/?ref_=fn_nm_nm_1,833.0,6.0,915.0,1.0
Marilyn Suzanne Miller,20,0.9,0.55,0.05,False,1975.0,1995.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0588897/?ref_=fn_nm_nm_0,137.0,21.0,1.0,0.0260389900071377
Herbert Sargent,21,0.7619047619047619,0.5238095238095238,0.19047619047619047,False,1975.0,1995.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0765109/?ref_=fn_nm_nm_0,319.0,0.0,0.0,0.0729249853046143
Rosie Shuster,23,0.9565217391304348,0.6086956521739131,0.17391304347826086,False,1975.0,1988.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0776874/?ref_=fn_nm_nm_1,161.0,44.0,1.0,0.0327391149179157
Bruce McCall (I),7,0.7142857142857143,0.14285714285714285,0,False,1976.0,1977.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0564620/?ref_=fn_al_nm_0,7.0,0.0,0.0,0.0018660778015703
Neil Levy,7,0.5714285714285714,0.5714285714285714,0,False,1977.0,1978.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0506561/?ref_=fn_nm_nm_1,16.0,53.0,3.0,0.0095320306923625
Brian McConnachie,32,0.65625,0.125,0.03125,False,1978.0,1979.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0566234/?ref_=fn_nm_nm_1,23.0,3.0,0.0,0.0041198251249107
Walter Williams,20,0.4,0.25,0,False,1978.0,1979.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0931906/?ref_=fn_nm_nm_1,23.0,25.0,25.0,0.0074977694503925
Tom Gammill,47,0.9361702127659575,0.10638297872340426,0.0851063829787234,False,1979.0,1980.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0303991/?ref_=fn_nm_nm_1,20.0,12.0,0.0,0.0048746431120628
Matt Neuman,13,0.8461538461538461,0.15384615384615385,0.07692307692307693,False,1979.0,1981.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1238470/?ref_=fn_nm_nm_0,21.0,1.0,0.0,0.004679693076374
Sarah Paley,4,0.75,0.75,0.5,False,1979.0,1980.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1238548/?ref_=fn_nm_nm_0,20.0,10.0,0.0,0.0046283904354032
Max Pross,41,0.975609756097561,0.12195121951219512,0.0975609756097561,False,1979.0,1980.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0698795/?ref_=fn_nm_nm_0,20.0,14.0,1.0,0.0051476623840114
Larry Arnstein,12,0.75,0.08333333333333333,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0036784/?ref_=fn_nm_nm_1,12.0,0.0,0.0,0.00245494289793
Barry W. Blaustein,22,0.7727272727272727,0.045454545454545456,0,False,1980.0,1983.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0087904/?ref_=fn_nm_nm_1,56.0,1.0,22.0,0.0104322805139186
Billy Brown (X),18,0.2777777777777778,0.05555555555555555,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0113126/?ref_=fn_nm_nm_1,13.0,0.0,0.0,0.0025727159172019
Ferris Butler,1,1.0,1.0,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2953521/?ref_=fn_nm_nm_1,12.0,0.0,0.0,0.00245494289793
John DeBellis,16,0.625,0.0625,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0213377/?ref_=fn_nm_nm_0,12.0,0.0,0.0,0.00245494289793
Jean Doumanian,42,0.5714285714285714,0.35714285714285715,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0235389/?ref_=fn_nm_nm_1,13.0,0.0,109.0,0.0054902748037116
Nancy Dowd,13,0.07692307692307693,0.07692307692307693,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0235683/?ref_=fn_nm_nm_0,2.0,0.0,0.0,0.0012772127052105
Leslie Fuller (III),8,0.375,0.125,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1392887/?ref_=fn_al_nm_2,10.0,0.0,0.0,0.0022193968593861
Mel Green (II),2,0.5,0.5,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0338154/?ref_=ttfc_fc_wr638,13.0,0.0,0.0,0.0025727159172019
David Hurwitz,12,0.5833333333333334,0.08333333333333333,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0403791/?ref_=fn_nm_nm_2,12.0,0.0,0.0,0.00245494289793
Judith Belushi-Pisano,21,0.9047619047619048,0.2857142857142857,0.09523809523809523,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0413147/?ref_=fn_nm_nm_1,1.0,0.0,1.0,0.0011862062812276
Sean Kelly (V),22,0.4090909090909091,0.09090909090909091,0.045454545454545456,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0446859/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.0012772127052105
Mitchell Kriegman,34,0.35294117647058826,0.029411764705882353,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0471233/?ref_=fn_nm_nm_0,5.0,5.0,1.0,0.0022729300499643
Patricia Marx,11,0.36363636363636365,0.09090909090909091,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0555658/?ref_=fn_nm_nm_2,12.0,0.0,0.0,0.00245494289793
Douglas McGrath,40,0.425,0.025,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0569790/?ref_=fn_nm_nm_0,13.0,1.0,0.0,0.0026958422555317
Tom Moore (III),24,0.5,0.041666666666666664,0,False,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0601964/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.1511594396859386
Pamela Norris,21,0.47619047619047616,0.047619047619047616,0,False,1980.0,1984.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0635873/?ref_=fn_nm_nm_1,65.0,1.0,0.0,0.011945039257673
Mark Reisman,19,0.631578947368421,0.05263157894736842,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0718459/?ref_=fn_nm_nm_1,4.0,0.0,0.0,0.0015127587437544
David Sheffield,16,0.9375,0.0625,0,False,1980.0,1983.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0790775/?ref_=fn_nm_nm_1,56.0,1.0,39.0,0.0108873126338329
Jeremy Stevens,16,0.875,0.0625,0,False,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0828484/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.1512772127052105
Bob Tischler,12,0.75,0.16666666666666666,0.08333333333333333,False,1980.0,1985.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0864293/?ref_=fn_nm_nm_1,72.0,1.0,80.0,0.1359524446823697
